ORDEN,NOMBRE_BAREMO,DOMINIO,TABLA_OBJETIVO,CAMPO_OBJETIVO,REGLA,CAMPO_EVAL,VALOR_ORIGEN,VALOR_DESTINO,DESCRIPCION_VALOR,PROCESOS
214,cod_prod_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,cod_prod,Calculado,,,'',,RDDOL38@RDDOL30
215,actividad_economica_orig_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,actividad_economica_orig,Calculado,,,'',,RDDOL38
216,cuenta_contrato_liquidacion_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,cuenta_contrato_liquidacion,Calculado,,,'',,RDDOL38@RDDOL30
217,moneda_liquidacion_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,moneda_liquidacion,Calculado,,,'',,RDDOL38@RDDOL30
218,instrumento_monetario_liquidacion_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,instrumento_monetario_liquidacion,Calculado,,,'',,RDDOL38@RDDOL30
219,estatus_sucursal_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,estatus_sucursal,Calculado,,,'',,RDDOL38
220,clave_sucursal_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,clave_sucursal,Calculado,,,'',,RDDOL38
221,cod_per_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,cod_per,Calculado,,,'',,RDDOL38
222,cod_tipo_tlf_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,cod_tipo_tlf,Calculado,,,'',,RDDOL38
223,nvl_riesgo_tit_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,nvl_riesgo_tit,Calculado,,,'',,RDDOL38
224,tipo_persona_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,tipo_persona,Calculado,,,'',,RDDOL38
225,nombre_clte_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,nombre_clte_f,Calculado,,,'',,RDDOL38
226,apellido_paterno_clte_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,apellido_paterno_clte_f,Calculado,,,'',,RDDOL38
227,apellido_materno_clte_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,apellido_materno_clte_f,Calculado,,,'',,RDDOL38
228,fecha_nacimiento_clte_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,fecha_nacimiento_clte_f,Calculado,,,'',,RDDOL38
229,curp_clte_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,curp_clte_f,Calculado,,,'',,RDDOL38
230,rfc_clte_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,rfc_clte_f,Calculado,,,'',,RDDOL38
231,pais_nacimiento_clte_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,pais_nacimiento_clte_f,Calculado,,,'',,RDDOL38
232,pais_nacionalidad_clte_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,pais_nacionalidad_clte_f,Calculado,,,'',,RDDOL38
233,actividad_economica_clte_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,actividad_economica_clte_f,Calculado,,,'',,RDDOL38
234,domicilio_unificado_clte_nac_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,domicilio_unificado_clte_nac_f,Calculado,,,'',,RDDOL38
235,nom_calle_clte_nac_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,nom_calle_clte_nac_f,Calculado,,,'',,RDDOL38
236,num_exterior_clte_nac_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,num_exterior_clte_nac_f,Calculado,,,'',,RDDOL38
237,num_interior_clte_nac_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,num_interior_clte_nac_f,Calculado,,,'',,RDDOL38
238,ciudad_poblacion_clte_nac_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,ciudad_poblacion_clte_nac_f,Calculado,,,'',,RDDOL38
239,colonia_clte_nac_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,colonia_clte_nac_f,Calculado,,,'',,RDDOL38
240,codigo_postal_clte_nac_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,codigo_postal_clte_nac_f,Calculado,,,'',,RDDOL38
241,cod_estado_clte_nac_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,cod_estado_clte_nac_f,Calculado,,,'',,RDDOL38
242,entidad_federativa_clte_nac_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,entidad_federativa_clte_nac_f,Calculado,,,'',,RDDOL38
243,delegacion_municipio_clte_nac_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,delegacion_municipio_clte_nac_f,Calculado,,,'',,RDDOL38
244,pais_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,pais_f,Calculado,,,'',,RDDOL38
245,domicilio_unificado_clte_ext_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,domicilio_unificado_clte_ext_f,Calculado,,,'',,RDDOL38
246,nom_calle_clte_ext_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,nom_calle_clte_ext_f,Calculado,,,'',,RDDOL38
247,num_exterior_clte_ext_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,num_exterior_clte_ext_f,Calculado,,,'',,RDDOL38
248,num_interior_clte_ext_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,num_interior_clte_ext_f,Calculado,,,'',,RDDOL38
249,ciudad_poblacion_clte_ext_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,ciudad_poblacion_clte_ext_f,Calculado,,,'',,RDDOL38
250,colonia_clte_ext_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,colonia_clte_ext_f,Calculado,,,'',,RDDOL38
251,codigo_postal_clte_ext_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,codigo_postal_clte_ext_f,Calculado,,,'',,RDDOL38
252,cod_estado_clte_ext_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,cod_estado_clte_ext_f,Calculado,,,'',,RDDOL38
253,estado_provincia_clte_ext_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,estado_provincia_clte_ext_f,Calculado,,,'',,RDDOL38
254,clave_pais_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,clave_pais_f,Calculado,,,'',,RDDOL38
255,telefono_clte_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,telefono_clte_f,Calculado,,,'',,RDDOL38
256,num_tlf_extension_clte_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,num_tlf_extension_clte_f,Calculado,,,'',,RDDOL38
257,correo_electronico_clte_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,correo_electronico_clte_f,Calculado,,,'',,RDDOL38
258,fiel_clte_f_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,fiel_clte_f,Calculado,,,'',,RDDOL38
259,fecha_constitucion_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,fecha_constitucion_m,Calculado,,,'',,RDDOL38
260,rfc_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,rfc_m,Calculado,,,'',,RDDOL38
261,pais_nacionalidad_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,pais_nacionalidad_m,Calculado,,,'',,RDDOL38
262,giro_mercantil_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,giro_mercantil_m,Calculado,,,'',,RDDOL38
263,domicilio_unificado_clte_nac_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,domicilio_unificado_clte_nac_m,Calculado,,,'',,RDDOL38
264,nom_calle_clte_nac_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,nom_calle_clte_nac_m,Calculado,,,'',,RDDOL38
265,num_exterior_clte_nac_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,num_exterior_clte_nac_m,Calculado,,,'',,RDDOL38
266,num_interior_clte_nac_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,num_interior_clte_nac_m,Calculado,,,'',,RDDOL38
267,codigo_postal_clte_nac_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,codigo_postal_clte_nac_m,Calculado,,,'',,RDDOL38
268,cod_estado_clte_nac_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,cod_estado_clte_nac_m,Calculado,,,'',,RDDOL38
269,ciudad_poblacion_clte_nac_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,ciudad_poblacion_clte_nac_m,Calculado,,,'',,RDDOL38
270,colonia_clte_nac_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,colonia_clte_nac_m,Calculado,,,'',,RDDOL38
271,entidad_federativa_ext_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,entidad_federativa_ext_m,Calculado,,,'',,RDDOL38
272,delegacion_municipio_clte_nac_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,delegacion_municipio_clte_nac_m,Calculado,,,'',,RDDOL38
273,pais_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,pais_m,Calculado,,,'',,RDDOL38
274,domicilio_unificado_clte_ext_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,domicilio_unificado_clte_ext_m,Calculado,,,'',,RDDOL38
275,nom_calle_clte_ext_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,nom_calle_clte_ext_m,Calculado,,,'',,RDDOL38
276,num_exterior_clte_ext_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,num_exterior_clte_ext_m,Calculado,,,'',,RDDOL38
277,num_interior_clte_ext_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,num_interior_clte_ext_m,Calculado,,,'',,RDDOL38
278,codigo_postal_clte_ext_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,codigo_postal_clte_ext_m,Calculado,,,'',,RDDOL38
279,cod_estado_clte_ext_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,cod_estado_clte_ext_m,Calculado,,,'',,RDDOL38
280,ciudad_poblacion_clte_ext_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,ciudad_poblacion_clte_ext_m,Calculado,,,'',,RDDOL38
281,colonia_clte_ext_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,colonia_clte_ext_m,Calculado,,,'',,RDDOL38
282,estado_provincia_ext_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,estado_provincia_ext_m,Calculado,,,'',,RDDOL38
283,clave_pais_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,clave_pais_m,Calculado,,,'',,RDDOL38
284,telefono_clte_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,telefono_clte_m,Calculado,,,'',,RDDOL38
285,extension_clte_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,extension_clte_m,Calculado,,,'',,RDDOL38
286,correo_electronico_clte_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,correo_electronico_clte_m,Calculado,,,'',,RDDOL38
287,fiel_clte_m_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,fiel_clte_m,Calculado,,,'',,RDDOL38
288,apoderado_clte_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_corres,apoderado_clte,Calculado,,,'',,RDDOL38
289,albacea,,tmp_upld.tmp_rep_dol_flags_datos_captacion@tmp_upld.tmp_rep_dol_flags_datos,albacea,Calculado,,,"CASE WHEN TRANSLATE(UPPER(REPLACE(apoderado_clte, ' ', '')), 'ÁÄÉËÍÏÓÖÚÜ', 'AAEEIIOOUU')  RLIKE 'SUCESION|TESTAMEN' THEN 1 ELSE 0 END",,RDDOL30@RDDOL57
290,rep_dolares_monto_operacion_liquidacion_vacio,,tmp_upld.tmp_rep_dol_preparacion_datos_captacion@tmp_upld.tmp_rep_dol_preparacion_datos_corres,monto_operacion_liquidacion,Calculado,,,'',,RDDOL30@RDDOL38
291,rep_dolares_monto_operacion_decimal,,tmp_upld.tmp_rep_dol_flags_datos_corres@tmp_upld.tmp_rep_dol_flags_datos_captacion@tmp_upld.tmp_rep_dol_flags_datos,monto_operacion_decimal,Calculado,,,"RPAD(REGEXP_REPLACE(cast(cast(abs(monto_operacion) AS DECIMAL(14,3)) as STRING), '^[0-9]+\.', ''),2,'0')",,RDDOL56@RDDOL37@RDDOL29
292,rep_dolares_monto_operacion_liquidacion_decimal,,tmp_upld.tmp_rep_dol_flags_datos_trm,monto_operacion_liquidacion_decimal,Calculado,,,"RPAD(REGEXP_REPLACE(cast(cast(abs(monto_operacion_liquidacion) AS DECIMAL(14,3)) as STRING), '^[0-9]+\.', ''),2,'0')",,RDDOL56
293,rep_dolares_monto_operacion_entero,,tmp_upld.tmp_rep_dol_flags_datos_corres@tmp_upld.tmp_rep_dol_flags_datos_captacion@tmp_upld.tmp_rep_dol_flags_datos,monto_operacion_entero,Calculado,,,cast(floor(abs(monto_operacion)) as STRING),,RDDOL56@RDDOL37@RDDOL29
